node	form	verb_kind
750574	pišle	qtille
750708	pliṭle	qtille
750783	pišla	qtille
750862	zille	qtille
750923	ṣlele	qtille
750952	zilla	qtille
750967	ṣlela	qtille
750970	ṣlela	qtille
750973	θela	qtille
750979	θele	qtille
750980	zilla	qtille
750998	zille	qtille
751002	zille	qtille
751027	zille	qtille
751031	zilla	qtille
751040	ṣlele	qtille
751093	pišle	qtille
751097	pišle	qtille
751132	pliṭle	qtille
751144	zille	qtille
751145	zille	qtille
751146	zille	qtille
751148	θele	qtille
751150	θele	qtille
751192	riqle	qtille
751323	θele	qtille
751324	wirre	qtille
751553	pišla	qtille
751624	zilla	qtille
751636	zilla	qtille
751804	pišla	qtille
752029	šqilla	qtille
752040	ṣlele	qtille
752143	pišle	qtille
752560	pišle	qtille
752573	pišle	qtille
752612	mṭele	qtille
752780	qimle	qtille
752832	ṣlele	qtille
752915	pišla	qtille
752918	qimla	qtille
752920	zilla	qtille
752922	pišla	qtille
752999	θele	qtille
753096	zilla	qtille
753097	zilla	qtille
753169	θele	qtille
753185	θele	qtille
753208	θele	qtille
753219	θele	qtille
753221	qimle	qtille
753222	pliṭle	qtille
753228	zilla	qtille
753264	zille	qtille
753370	ṣlela	qtille
753375	θele	qtille
753437	zilla	qtille
753441	θele	qtille
753459	ṣlele	qtille
753485	mṭele	qtille
753489	θele	qtille
753532	ṣlele	qtille
753603	siqle	qtille
753609	pliṭla	qtille
753677	zilla	qtille
753733	pišle	qtille
753825	ṣlele	qtille
753877	ṣlele	qtille
753926	npille	qtille
753954	pišle	qtille
753961	θele	qtille
753996	šqille	qtille
754023	qimle	qtille
754026	npille	qtille
754148	ṣlela	qtille
754166	riqle	qtille
754168	riqle	qtille
754171	qimla	qtille
754177	zilla	qtille
754178	zilla	qtille
754182	wirre	qtille
754184	wirre	qtille
754306	pišla	qtille
754334	npille	qtille
754347	npille	qtille
754355	ṣlela	qtille
754368	pišle	qtille
754435	qimle	qtille
754436	zille	qtille
754442	pišle	qtille
754449	pišle	qtille
754499	qimle	qtille
754502	wirre	qtille
754504	wirre	qtille
754749	šqille	qtille
754755	θele	qtille
754756	θele	qtille
754769	mṭele	qtille
754799	θele	qtille
754803	θele	qtille
754875	pišle	qtille
754972	pišla	qtille
754999	zilla	qtille
755097	zilla	qtille
755230	zilla	qtille
755232	pišla	qtille
755246	pišle	qtille
755274	zille	qtille
755292	θele	qtille
755402	ṣlela	qtille
755507	zille	qtille
755542	zille	qtille
755655	šqille	qtille
755672	θele	qtille
755696	pliṭla	qtille
755869	pišla	qtille
755910	zilla	qtille
755915	zilla	qtille
755931	qimle	qtille
756343	ṣlela	qtille
756349	ṣlela	qtille
756366	pišle	qtille
756539	zille	qtille
756556	pišla	qtille
756565	zille	qtille
756572	qimla	qtille
756605	θele	qtille
756628	npilla	qtille
756669	pišla	qtille
756674	pišla	qtille
756847	θele	qtille
757072	zille	qtille
757075	θele	qtille
757261	qimla	qtille
757281	ṣlela	qtille
757291	θela	qtille
757292	siqla	qtille
757293	siqla	qtille
757294	pišla	qtille
757512	θele	qtille
757687	pišla	qtille
757718	qimla	qtille
757719	ṣlela	qtille
757752	pišla	qtille
757754	qimla	qtille
757920	pišla	qtille
758015	θele	qtille
758057	pišla	qtille
758059	pišla	qtille
758091	siqle	qtille
758225	ṣlele	qtille
758226	ṣlele	qtille
758375	θele	qtille
758377	θele	qtille
758391	pišla	qtille
758395	ṣlele	qtille
758396	mṭele	qtille
758426	θela	qtille
758453	ṣlela	qtille
758454	mṭele	qtille
758482	ṣlela	qtille
758484	mṭela	qtille
758491	ṣlele	qtille
758492	ṣlele	qtille
758555	šqille	qtille
758556	šqille	qtille
758557	šqille	qtille
758637	qimla	qtille
758638	siqla	qtille
758639	siqla	qtille
758643	siqle	qtille
758700	siqla	qtille
758807	ṣlela	qtille
758808	pišle	qtille
758940	pišle	qtille
758955	θele	qtille
759070	pliṭle	qtille
759091	riqle	qtille
759146	θela	qtille
759203	mṭela	qtille
759207	siqla	qtille
759213	ṣlela	qtille
759215	ṣlela	qtille
759236	pliṭle	qtille
759239	θele	qtille
759321	pišla	qtille
759324	qimla	qtille
759325	pliṭla	qtille
759341	zilla	qtille
759342	mṭela	qtille
759361	θela	qtille
759368	npilla	qtille
759369	npilla	qtille
759379	pišla	qtille
759386	θele	qtille
759387	θele	qtille
759388	mṭele	qtille
759403	pišla	qtille
759531	qimla	qtille
759610	θele	qtille
759614	θele	qtille
759910	zille	qtille
760741	pišle	qtille
761190	zilla	qtille
761191	mṭela	qtille
761220	pišla	qtille
761299	θele	qtille
761309	šqilla	qtille
761703	θele	qtille
761710	θele	qtille
762370	ṣlela	qtille
762424	šqille	qtille
762430	pišle	qtille
762444	θela	qtille
762445	ṣlela	qtille
762459	ṣlela	qtille
762467	ṣlela	qtille
762548	qimla	qtille
762567	θela	qtille
762574	θela	qtille
762588	ṣlele	qtille
762595	siqla	qtille
762601	ṣlela	qtille
762603	ṣlela	qtille
762605	pišla	qtille
762618	pišla	qtille
762710	mṭele	qtille
762734	pišle	qtille
762803	pišla	qtille
762840	θele	qtille
762881	zille	qtille
762886	zille	qtille
762910	siqla	qtille
762953	qimle	qtille
762954	siqle	qtille
762955	siqle	qtille
763579	θela	qtille
763620	ṣlela	qtille
763644	pliṭle	qtille
763809	zilla	qtille
763935	zille	qtille
763952	pišla	qtille
763959	θela	qtille
763975	θela	qtille
763977	wirra	qtille
764006	ṣlela	qtille
764092	θele	qtille
764222	riqle	qtille
764238	qimle	qtille
764241	θele	qtille
764242	zille	qtille
764326	wirra	qtille
764357	θele	qtille
764360	θele	qtille
764524	pišle	qtille
764544	zille	qtille
764545	mṭele	qtille
764557	mṭele	qtille
764561	mṭele	qtille
764576	tiwle	qtille
764719	θele	qtille
764720	siqle	qtille
764820	θele	qtille
764824	ṣlele	qtille
764826	tiwle	qtille
764834	qimle	qtille
764842	zille	qtille
764844	zille	qtille
764846	θele	qtille
764851	zille	qtille
764890	θele	qtille
764919	qimle	qtille
765090	zilla	qtille
765091	siqla	qtille
765109	siqla	qtille
765111	wirra	qtille
765286	θele	qtille
765289	θele	qtille
765290	zille	qtille
765298	zille	qtille
765299	θele	qtille
765304	θele	qtille
765307	diṛṛe	qtille
765584	pišla	qtille
765861	θele	qtille
765877	qimle	qtille
765884	pišle	qtille
765911	θele	qtille
765919	qimle	qtille
765924	npille	qtille
765926	npille	qtille
765927	θele	qtille
765936	zilla	qtille
765937	θela	qtille
765949	pišle	qtille
765951	pišle	qtille
765953	pišle	qtille
765959	zille	qtille
765961	siqle	qtille
765984	θele	qtille
766011	θele	qtille
766014	θele	qtille
766028	npille	qtille
766029	θele	qtille
766048	npille	qtille
766057	zille	qtille
766184	siqla	qtille
766198	ṣlela	qtille
766277	ṣlela	qtille
766302	θele	qtille
766349	šqilla	qtille
766350	šqilla	qtille
766359	siqla	qtille
766360	siqla	qtille
766446	θele	qtille
766466	tiwle	qtille
766499	θele	qtille
766555	zilla	qtille
766557	θela	qtille
766566	θele	qtille
766584	mṭele	qtille
766620	θele	qtille
766662	θele	qtille
766735	θele	qtille
766917	diṛṛe	qtille
766959	θele	qtille
767048	pliṭle	qtille
767096	diṛṛa	qtille
767110	zille	qtille
767116	θele	qtille
767146	siqla	qtille
767151	siqla	qtille
767162	ṣlela	qtille
767165	θela	qtille
767166	wirra	qtille
767182	zilla	qtille
767240	pišle	qtille
767262	šqille	qtille
767319	šqille	qtille
767321	zille	qtille
767367	ṣlele	qtille
767442	siqle	qtille
767446	diṛṛe	qtille
767478	pišle	qtille
767512	θela	qtille
767549	qimle	qtille
767552	ṣlele	qtille
767555	ṣlele	qtille
767589	qimle	qtille
767611	mṭele	qtille
767636	zille	qtille
767642	pliṭla	qtille
767677	ṣlele	qtille
767682	ṣlele	qtille
767740	qimla	qtille
767743	npille	qtille
767856	wirra	qtille
767862	wirra	qtille
767866	pliṭla	qtille
767867	wirra	qtille
767870	pliṭla	qtille
767969	mṭela	qtille
768025	ṣlela	qtille
768051	ṣlela	qtille
768052	ṣlela	qtille
768055	qimla	qtille
768099	zilla	qtille
768102	θela	qtille
768193	siqla	qtille
768359	zilla	qtille
768485	pišle	qtille
768489	qimla	qtille
768490	zilla	qtille
768494	zilla	qtille
768522	zille	qtille
768528	zille	qtille
768631	zilla	qtille
768718	qimle	qtille
768936	θele	qtille
769016	θele	qtille
769027	θele	qtille
769029	θele	qtille
769030	θele	qtille
769031	θele	qtille
769152	θele	qtille
769304	pišle	qtille
769306	pišla	qtille
769374	zille	qtille
769375	zille	qtille
769376	zille	qtille
769377	zille	qtille
769378	mṭele	qtille
769392	θele	qtille
769421	ṣlela	qtille
769437	siqla	qtille
769857	zilla	qtille
769861	zilla	qtille
769865	zilla	qtille
769883	mṭele	qtille
770045	pišla	qtille
770233	mṭela	qtille
770236	qimla	qtille
770239	siqla	qtille
770392	qimla	qtille
770623	zilla	qtille
770633	θele	qtille
770753	diṛṛa	qtille
770763	pišle	qtille
770765	tiwle	qtille
770772	θela	qtille
770774	θela	qtille
770779	θela	qtille
770857	qimle	qtille
770859	diṛṛe	qtille
770861	diṛṛe	qtille
770862	pišle	qtille
770879	θela	qtille
771233	diṛṛe	qtille
771234	θele	qtille
771362	zilla	qtille
771447	ṣlela	qtille
771526	pišla	qtille
771666	θele	qtille
771738	pišle	qtille
772039	zille	qtille
772040	zille	qtille
772072	θela	qtille
772088	tiwle	qtille
772194	riqle	qtille
772267	npilla	qtille
772391	siqle	qtille
772518	θela	qtille
772743	wirra	qtille
772917	θele	qtille
773025	pliṭle	qtille
773027	pliṭle	qtille
773037	pišle	qtille
773051	siqle	qtille
773061	zille	qtille
773091	siqle	qtille
773101	tiwle	qtille
773109	qimle	qtille
773392	riqla	qtille
773393	mṭela	qtille
773399	mṭela	qtille
773412	zilla	qtille
773444	pišla	qtille
773634	zilla	qtille
773733	zilla	qtille
773795	šqille	qtille
773804	θela	qtille
773871	pišla	qtille
773877	pišla	qtille
773909	pišle	qtille
773916	siqle	qtille
774129	zilla	qtille
774200	tiwle	qtille
774208	θele	qtille
774229	zilla	qtille
774260	qimle	qtille
774261	zille	qtille
774262	šqille	qtille
774265	šqille	qtille
774276	zille	qtille
774293	mṭele	qtille
774334	tiwle	qtille
774336	pišle	qtille
774358	pišle	qtille
774369	pišle	qtille
774376	mṭele	qtille
774379	mṭele	qtille
774433	pišla	qtille
774436	pišla	qtille
774473	θela	qtille
774496	wirre	qtille
774499	mṭele	qtille
774505	pišle	qtille
774579	zille	qtille
774614	pišle	qtille
774622	mṭele	qtille
774669	zille	qtille
774671	zille	qtille
774672	zille	qtille
774673	zille	qtille
774677	mṭele	qtille
775004	mṭele	qtille
775011	mṭele	qtille
775013	θela	qtille
775024	θele	qtille
775025	zille	qtille
775026	šqille	qtille
775030	θele	qtille
775031	mṭele	qtille
775035	mṭele	qtille
775134	pišle	qtille
775311	pišle	qtille
775435	pišle	qtille
775437	pišle	qtille
775753	θele	qtille
775760	ṣlela	qtille
775776	θele	qtille
775795	θele	qtille
775798	θele	qtille
776033	zille	qtille
776273	pišla	qtille
776366	qimle	qtille
776367	npille	qtille
776369	zille	qtille
776374	zille	qtille
776531	zille	qtille
776533	pišle	qtille
776536	mṭele	qtille
776543	zilla	qtille
776560	pišle	qtille
776563	siqle	qtille
776566	siqle	qtille
776586	wirre	qtille
776937	siqle	qtille
776938	siqle	qtille
777132	zille	qtille
777227	pišle	qtille
777230	pišle	qtille
777326	qimla	qtille
777484	zilla	qtille
777491	θela	qtille
777508	θela	qtille
777764	pliṭle	qtille
777853	qimle	qtille
777855	zille	qtille
777859	pliṭle	qtille
778022	pišle	qtille
778050	siqle	qtille
778051	siqle	qtille
778052	wirre	qtille
778112	wirre	qtille
778118	zille	qtille
778246	pišle	qtille
778454	zilla	qtille
778500	θele	qtille
778551	siqle	qtille
778572	pliṭle	qtille
778596	šqille	qtille
778680	šqille	qtille
778786	mṭele	qtille
778792	ṣlele	qtille
778812	zille	qtille
778815	zille	qtille
778832	zille	qtille
778836	siqle	qtille
778838	mṭele	qtille
778890	ṣlele	qtille
778895	pliṭle	qtille
779024	pišle	qtille
779104	pišle	qtille
779278	pišle	qtille
779286	zille	qtille
779319	zilla	qtille
779331	zilla	qtille
779338	zilla	qtille
779371	qimle	qtille
779372	zille	qtille
779373	zille	qtille
779380	zille	qtille
779381	zille	qtille
779382	zille	qtille
779408	zilla	qtille
779409	zilla	qtille
779410	mṭela	qtille
779411	siqla	qtille
779412	mṭela	qtille
779422	wirra	qtille
779424	pliṭla	qtille
779542	pišla	qtille
779709	mṭele	qtille
779712	wirre	qtille
779901	wirre	qtille
779938	zille	qtille
779944	šqille	qtille
779959	wirre	qtille
780318	siqle	qtille
780331	zille	qtille
780344	zille	qtille
780346	zille	qtille
780648	zille	qtille
780649	zille	qtille
781039	θele	qtille
781042	θele	qtille
781045	siqle	qtille
781050	siqle	qtille
781051	wirre	qtille
781053	wirre	qtille
781153	θele	qtille
781155	θele	qtille
781157	zille	qtille
781217	θele	qtille
781235	zille	qtille
781238	zille	qtille
781272	mṭele	qtille
781300	mṭela	qtille
781303	θele	qtille
781451	zilla	qtille
781492	zilla	qtille
781505	θele	qtille
781524	zille	qtille
781537	θele	qtille
781550	zille	qtille
781564	pišle	qtille
781571	pišla	qtille
781625	zille	qtille
781627	θele	qtille
781641	zille	qtille
781674	pišla	qtille
781678	ṣlele	qtille
781696	ṣlele	qtille
781709	pliṭla	qtille
781725	pliṭla	qtille
781737	pliṭla	qtille
781747	pišla	qtille
781761	zille	qtille
781763	zilla	qtille
